"","GEOID","District","District.Nbr","male_5to9","male_10to14","male_15to17","total_pop","race_white_only","race_Black_only","race_Asian_only","race_pacific_islander_only","at_least_two_races","SSI_pubassist_foodstamps","med_household_inc_12mo","house_units_w_mortgage","med_gross_rent","comp_internet_subscrip_in_house","CONUM","CSA","CBSA","ENROLL","TOTALREV","TFEDREV","FEDRCOMP","FEDRSPEC","FEDRNUTR","FEDROTHR","TSTREV","STRFORM","STRSPEC","STRTRANS","STROTHR","TLOCREV","LOCRTAX","LOCRPROP","LOCRPAR","LOCRCICO","LOCROSCH","LOCRCHAR","LOCROTHR","TOTALEXP","TCURSPND","TSALWAGE","TEMPBENE","TCURINST","TCURISAL","TCURIBEN","TCURSSVC","TCURSPUP","TCURSSTA","TCURSGEN","TCURSSCH","TCURSOTH","TCURONON","TCAPOUT","TPAYOTH","TINTRST","DEBTOUT","LONGISSU","LONGRET","PCTTOTAL","PCTFTOT","PCTFCOMP","PCTSTOT","PCTSFORM","PCTLTOT","PCTLTAXP","PCTLOTHG","PCTLCHAR","PPCSTOT","PPSALWG","PPEMPBEN","PPITOTAL","PPISALWG","PPIEMBEN","PPSTOTAL","PPSPUPIL","PPSSTAFF","PPSGENAD","PPSSCHAD","Avg.Comp"
"173",2717100,"Kenyon-Wanamingo School District",2172,163,195,129,5606,5424,42,44,0,63,1223,70927,1861,691,2294,"27049","378","39860",798,11817,330,99,0,168,63,7644,5996,841,0,807,3843,2686,2686,0,30,210,676,241,13170,10174,5093,1648,5855,3582,1163,3360,186,135,330,431,2278,959,1849,672,475,33388,20641,988,100,2.8,0.8,64.7,50.7,32.5,22.7,2,5.7,12139,6382,2065,7337,4489,1457,4211,233,169,414,540,20.1
"174",2717120,"Kerkhoven-Murdock-Sunburg",775,97,126,37,2778,2707,19,1,2,15,726,55556,897,669,1116,"27151","N","N",721,9740,436,55,0,218,163,7083,5784,639,4,656,2221,1416,1416,0,25,30,499,251,9043,7752,4510,1017,4340,3145,737,2603,99,269,308,331,1596,809,828,117,346,8820,0,395,100,4.5,0.6,72.7,59.4,22.8,14.5,0.6,5.1,10262,6255,1411,6019,4362,1022,3610,137,373,427,459,20.7
"175",2717220,"Kimball Public School District",739,184,200,113,4804,4697,10,8,0,85,1209,75912,1598,795,1763,"27145","378","41060",748,10199,371,63,0,135,173,6991,5634,663,13,681,2837,1862,1862,0,29,33,593,320,9344,8425,4600,1492,5144,3295,1094,2522,114,232,297,380,1499,759,585,211,123,3807,166,794,100,3.6,0.6,68.5,55.2,27.8,18.3,0.6,5.8,10770,6150,1995,6877,4405,1463,3372,152,310,397,508,22.6
"176",2717250,"La Crescent-Hokah School District",300,372,234,206,8492,8114,135,47,4,158,1774,68490,3010,800,3769,"27055","N","29100",1141,15763,351,74,0,158,119,11093,8198,1892,60,943,4319,2430,2430,0,60,16,1493,320,15109,14015,7668,3023,8820,5434,2263,3581,325,430,293,580,1953,1614,610,434,50,1905,0,663,100,2.2,0.5,70.4,52,27.4,15.4,0.5,9.5,11454,6720,2649,7730,4762,1983,3138,285,377,257,508,21.7
"177",2717520,"Lake City Public School District",813,196,282,161,9049,8502,105,95,0,162,1770,65138,3007,870,3939,"27157","462","40340",1243,16244,664,107,0,192,365,10690,8667,1091,19,913,4890,3510,3510,0,41,12,981,346,16996,13335,7596,2550,8268,5475,1826,3904,498,421,223,729,2033,1163,2418,397,846,28305,12140,1060,100,4.1,0.7,65.8,53.4,30.1,21.6,0.3,6,10298,6111,2051,6652,4405,1469,3141,401,339,179,586,20.8
"178",2717570,"Lake of the Woods School District",390,76,100,40,3361,3098,2,3,0,208,666,48953,1052,634,1300,"27077","N","N",451,8211,282,85,0,112,85,5112,4032,546,0,534,2817,1954,1954,0,399,0,210,254,7587,6630,4043,1286,3734,2550,841,2230,189,98,437,258,1248,666,520,137,300,13662,0,1212,100,3.4,1,62.3,49.1,34.3,23.8,4.9,2.6,13942,8965,2851,8279,5654,1865,4945,419,217,969,572,20.1
"179",2717780,"Lakeville Public School District",194,1883,2414,1666,57959,51623,1519,2670,0,1518,15802,111246,17150,1321,20350,"27037","378","33460",11100,161324,4181,678,1730,1063,710,100018,77141,14184,77,8616,57125,43332,43332,0,165,127,10399,3102,158776,138292,81691,32497,85169,56948,22504,41341,6020,7406,4370,5876,17669,11782,12558,2217,5709,120528,11897,12619,100,2.6,0.4,62,47.8,35.4,26.9,0.2,6.4,11869,7360,2928,7673,5130,2027,3724,542,667,394,529,22.8
"180",2717880,"Lancaster Public School District",356,28,8,10,738,735,0,0,0,3,177,62411,245,600,311,"27069","N","N",179,3167,112,22,0,52,38,2313,1997,195,0,121,742,454,454,0,21,90,96,81,3034,2680,1557,476,1681,1106,337,786,60,35,196,25,470,213,184,168,2,0,0,28,100,3.5,0.7,73,63.1,23.4,14.3,3.5,3,14547,8698,2659,9391,6179,1883,4391,335,196,1095,140,20.1
"181",2717910,"Lanesboro Public School District",229,62,49,34,1561,1553,5,0,0,3,347,60882,548,555,650,"27045","462","40340",357,4774,210,48,0,93,69,3396,2694,413,0,289,1168,378,378,0,9,17,668,96,5210,4769,3060,603,2633,1804,381,1267,1,49,167,174,876,869,266,165,10,115,0,115,100,4.4,1,71.1,56.4,24.5,7.9,0.5,14,11431,8571,1689,7375,5053,1067,3549,3,137,468,487,20.6
"182",2717940,"Laporte Public School District",306,79,50,40,1642,1488,1,5,0,26,344,58015,607,731,685,"27057","N","N",327,5331,237,71,0,128,38,3967,2470,498,0,999,1127,940,940,0,51,0,72,64,4741,4117,2526,653,2515,1744,468,1296,47,79,273,101,796,306,267,183,174,5540,0,410,100,4.4,1.3,74.4,46.3,21.1,17.6,1,1.4,12254,7725,1997,7691,5333,1431,3963,144,242,835,309,18.7
"183",2718060,"LeRoy-Ostrander Public Schools",499,91,71,43,2077,1978,6,11,0,50,514,55179,688,589,854,"27099","462","12380",284,5080,207,58,0,81,68,2831,2225,351,0,255,2042,1287,1287,0,36,309,231,179,4476,4010,2268,649,2477,1574,487,1159,58,151,269,140,541,374,143,319,4,750,0,1000,100,4.1,1.1,55.7,43.8,40.2,25.3,6.8,4.5,13454,7986,2285,8722,5542,1715,4081,204,532,947,493,18.7
"184",2718070,"Le Sueur-Henderson School District",2397,195,283,124,7358,6862,86,36,2,86,1733,67635,2217,672,2944,"27079","378","33460",1031,13826,472,156,0,255,61,9660,7356,935,25,1344,3694,2684,2684,0,35,4,665,306,13378,12416,6794,2078,6610,4450,1467,4452,256,869,381,554,2392,1354,426,246,290,9910,0,1144,100,3.4,1.1,69.9,53.2,26.7,19.4,0.3,4.8,11216,6590,2016,6411,4316,1423,4318,248,843,370,537,20
"185",2718090,"Lewiston-Altura Public School District",857,137,235,101,4337,4089,30,22,0,124,1190,71357,1216,704,1518,"27169","N","49100",733,9510,367,116,0,176,75,7129,5552,826,48,703,2014,1153,1153,0,97,0,623,141,11091,8376,5367,1277,4961,3576,823,2525,178,354,152,410,1431,890,2310,225,180,5705,0,290,100,3.9,1.2,75,58.4,21.2,12.1,1,6.6,10825,7322,1742,6768,4879,1123,3445,243,483,207,559,20
"186",2718210,"Litchfield Public School District",465,320,434,276,11492,11139,75,17,8,99,2680,62549,3682,765,4701,"27093","N","N",1555,21137,783,244,0,374,165,14754,11052,1855,21,1826,5600,4014,4014,0,63,273,872,378,20472,18052,10878,2824,10855,7692,2074,5691,281,672,177,1107,3454,1506,1788,311,321,11515,0,1905,100,3.7,1.2,69.8,52.3,26.5,19,1.6,4.1,11152,6995,1816,6981,4947,1334,3660,181,432,114,712,21.4
"187",2718240,"Little Falls Public School District",482,535,622,329,17127,16338,171,100,0,254,3785,52722,5207,775,7129,"27097","N","N",2512,34282,2330,491,797,833,209,24830,18189,3093,90,3458,7122,4278,4278,0,57,0,1064,1723,43050,29364,18351,5513,17448,12823,3744,9574,1132,1829,664,1259,4690,2342,12688,67,931,33722,1487,1571,100,6.8,1.4,72.4,53.1,20.8,12.5,0.2,3.1,11235,7305,2195,6946,5105,1490,3811,451,728,264,501,21.5
"188",2718270,"Littlefork-Big Falls School District",362,47,18,13,1647,1629,0,1,0,11,237,52750,655,536,761,"27071","N","N",339,5704,156,34,0,91,31,4403,3024,436,363,580,1145,548,548,0,418,4,119,56,5718,4646,2191,895,2810,1435,599,1560,119,166,64,152,1059,276,275,592,205,7025,0,225,100,2.7,0.6,77.2,53,20.1,9.6,7.4,2.1,13442,6463,2640,8289,4233,1767,4602,351,490,189,448,19.3
"189",2718330,"Luverne Public School District",2184,207,240,153,6810,6595,29,90,0,46,1707,61659,2109,661,2845,"27133","N","N",1265,16479,696,201,0,222,273,12097,9577,1602,39,879,3686,2468,2468,0,15,0,741,462,17031,14361,9263,2488,9764,6900,1755,3480,257,355,534,433,1901,1117,2278,373,19,30270,30270,890,100,4.2,1.2,73.4,58.1,22.4,15,0.1,4.5,10964,7323,1967,7719,5455,1387,2751,203,281,422,342,22.1
"190",2718360,"Lyle Public School District",497,31,55,24,1083,1006,20,1,0,46,237,53000,369,686,450,"27099","462","12380",303,4248,133,15,0,84,34,2957,2248,214,6,489,1158,699,699,0,7,245,118,89,4427,3773,2011,770,2313,1373,521,1179,26,89,161,230,673,281,293,218,143,5649,0,427,100,3.1,0.4,69.6,52.9,27.3,16.5,5.9,2.8,12112,6637,2541,7634,4531,1719,3891,86,294,531,759,21.5
"191",2718540,"Mabel-Canton Public School District",238,109,102,46,2537,2489,39,9,0,0,674,56875,812,661,994,"27045","462","40340",264,3436,166,88,0,53,25,2407,1978,169,0,260,863,486,486,0,18,25,167,167,3485,3247,1830,426,2027,1459,335,961,75,76,93,127,590,259,148,86,4,52,0,50,100,4.8,2.6,70.1,57.6,25.1,14.1,1.3,4.9,11985,6932,1614,7678,5527,1269,3640,284,288,352,481,19.4
"192",2718570,"Madelia Public School District",837,106,85,57,3633,3156,100,20,0,105,938,55183,955,730,1338,"27165","N","N",597,9041,411,97,0,187,127,6515,4760,759,27,969,2115,1528,1528,0,18,26,324,219,8934,7635,4252,1211,4786,3267,928,2388,168,239,191,330,1460,461,673,249,377,12090,0,516,100,4.5,1.1,72.1,52.6,23.4,16.9,0.5,3.6,12546,7122,2028,8017,5472,1554,4000,281,400,320,553,21.6
"193",2718660,"Mahnomen Public School District",432,235,165,66,3851,1580,3,12,6,498,1231,41194,840,578,1367,"27087","N","N",653,12171,2943,459,0,307,2177,7847,5136,279,25,2407,1381,847,847,0,30,0,115,389,16306,8903,4772,1544,5738,3709,1243,2612,87,148,453,331,1593,553,6796,391,216,9869,4540,1716,100,24.2,3.8,64.5,42.2,11.3,7,0.2,0.9,13470,7308,2364,8787,5680,1904,4000,133,227,694,507,18.6
"194",2718750,"Mahtomedi Public School District",832,546,549,359,14388,13532,492,178,15,124,3625,112031,4546,1313,5527,"27163","378","33460",3305,47222,1116,57,508,221,330,28111,22739,3158,19,2195,17995,12660,12660,0,867,0,3220,1248,48271,41057,23612,8980,27171,17710,6832,10444,1420,1457,1478,1257,4832,3442,4068,891,2255,48375,0,3475,100,2.4,0.1,59.5,48.2,38.1,26.8,1.8,6.8,11782,7144,2717,8221,5359,2067,3160,430,441,447,380,24.8
"195",2718780,"Mankato Public School District",77,1877,1888,1069,66450,59161,3060,1565,10,1987,13255,56844,15650,884,26192,"27013","359","31860",8780,119059,5988,1552,1612,2202,622,80913,59471,12147,93,9202,32158,22714,22714,0,335,0,5962,3147,122712,106818,65779,24345,69652,47680,18204,26025,3352,4956,1282,3866,12569,11141,11041,897,3956,105085,0,5350,100,5,1.3,68,50,27,19.1,0.3,5,11412,7492,2773,7933,5431,2073,2964,382,564,146,440,21.9
"196",2718810,"Maple Lake Public School District",881,309,214,74,5118,4931,23,6,0,121,1324,77226,1659,770,1925,"27171","378","33460",847,11843,232,55,0,129,48,8156,6342,1071,104,639,3455,2608,2608,0,22,176,505,144,10843,9499,5764,1777,5870,4092,1329,2713,81,330,156,593,1553,916,458,435,451,8340,945,6465,100,2,0.5,68.9,53.6,29.2,22,1.7,4.3,10680,6805,2098,6930,4831,1569,3203,96,390,184,700,21.5
"197",2718920,"Grygla Public School District",447,29,31,30,965,930,0,23,0,8,225,56667,353,619,396,"27089","N","N",153,3206,115,31,0,51,33,2337,1922,260,0,155,754,271,271,0,175,123,105,80,3199,2909,1681,527,1610,1041,334,1137,68,55,164,160,690,162,118,172,0,0,0,0,100,3.6,1,72.9,60,23.5,8.5,9.3,3.3,18791,10987,3444,10523,6804,2183,7431,444,359,1072,1046,NA
"198",2718940,"Marshall Public School District",413,565,591,297,15539,12707,867,846,0,320,3922,53890,3484,685,5931,"27083","N","32140",2638,38622,1861,428,0,874,559,27339,17677,3440,38,6184,9422,6549,6549,0,84,582,1223,984,37919,32775,19319,5514,19652,14202,3766,9280,1400,1270,403,1421,4786,3843,2949,1523,672,22847,0,2648,100,4.8,1.1,70.8,45.8,24.4,17,1.7,3.2,11609,7323,2090,7450,5384,1428,3518,531,481,153,539,20.5
"199",2718960,"Martin County West School District",2448,167,150,69,4495,4352,29,3,16,63,1034,57663,1506,590,1902,"27091","N","21860",725,10481,312,93,0,199,20,6955,5555,746,15,639,3214,2164,2164,0,92,42,769,147,10343,9060,5617,1561,5153,3682,884,3195,169,682,165,582,1597,712,670,244,369,10700,0,542,100,3,0.9,66.4,53,30.7,20.6,1.3,7.3,12054,7748,2153,7108,5079,1219,4407,233,941,228,803,19.5
"200",2719170,"McGregor Public School District",4,100,78,70,4127,3842,19,17,0,66,665,48681,1671,750,2004,"27001","N","N",483,8301,833,206,116,239,272,5204,4068,421,0,715,2264,1415,1415,0,358,0,135,356,7585,6628,4009,1363,4148,2740,938,1692,96,94,150,222,1130,788,696,168,93,3708,0,686,100,10,2.5,62.7,49,27.3,17,4.3,1.6,12795,8300,2822,8588,5673,1942,3503,199,195,311,460,19.3
"201",2719320,"Medford Public School District",763,104,148,88,3189,2832,21,21,21,32,959,76445,954,752,1123,"27147","N","36940",911,10692,436,74,147,199,16,7935,6588,567,3,777,2321,1600,1600,0,22,0,468,231,9932,8812,4730,1604,5438,3740,1154,2670,160,417,293,374,1426,704,771,22,327,11675,0,645,100,4.1,0.7,74.2,61.6,21.7,15,0.2,4.4,9428,5192,1761,5969,4105,1267,2931,176,458,322,411,20
"202",2720550,"Melrose Public School District",740,384,372,221,9210,8877,26,9,0,124,2475,66315,2845,830,3441,"27145","378","41060",1319,17677,599,174,0,355,70,13735,10009,1429,229,2068,3343,2278,2278,0,30,6,864,165,19669,16001,9019,2654,9295,6484,1909,5446,277,877,399,791,3102,1260,2847,601,220,9537,0,1072,100,3.4,1,77.7,56.6,18.9,12.9,0.2,4.9,11809,6838,2012,7047,4916,1447,4129,210,665,303,600,21.1
"203",2720580,"Menahga Public School District",821,192,166,94,3744,3599,7,47,1,80,1157,52466,1188,699,1399,"27159","N","N",1015,12464,453,116,0,298,39,10227,7758,909,0,1560,1784,1073,1073,0,35,42,81,553,15097,10174,6313,1787,6565,4309,1194,2960,218,252,420,553,1517,649,4054,667,202,15425,15385,2040,100,3.6,0.9,82.1,62.2,14.3,8.6,0.6,0.6,9877,6220,1761,6468,4245,1176,2916,215,248,414,545,19.6
"204",2720670,"Milaca Public School District",912,393,468,283,11754,11229,34,77,9,322,2971,61657,3598,789,4441,"27095","378","33460",1830,24901,1137,296,0,484,357,18567,13106,2442,46,2973,5197,3328,3328,0,61,56,991,761,30470,21724,13044,3431,13257,9539,2415,6487,535,1055,367,770,3760,1980,7315,425,1006,32636,0,1572,100,4.6,1.2,74.6,52.6,20.9,13.4,0.5,4,11403,7128,1875,7244,5213,1320,3545,292,577,201,421,19.4
"205",2721240,"Minneapolis Public School District",9991,12041,10410,5737,420280,267288,80664,24943,156,20358,81873,62582,83579,1027,176952,"27053","378","33460",36357,717000,63054,23978,7948,16548,14580,431360,234550,66795,1372,128643,222586,170419,170419,0,23063,675,12580,15849,786956,632176,402360,141149,394116,272371,93155,187176,27807,42029,28908,16909,71523,50884,122876,4434,27470,724632,136702,49880,100,8.8,3.3,60.2,32.7,31,23.8,3.3,1.8,16571,11067,3882,10840,7492,2562,5148,765,1156,795,465,19
"206",2721270,"Minneota Public School District",414,85,114,85,2589,2469,13,17,1,18,617,68000,875,672,1032,"27083","N","32140",531,7179,249,59,0,107,83,4748,3726,459,16,547,2182,1301,1301,0,11,352,365,153,8842,5730,3505,789,3681,2623,591,1578,190,108,188,294,798,471,2642,189,281,12217,5245,3092,100,3.5,0.8,66.1,51.9,30.4,18.1,5.1,5.1,10469,6601,1486,6932,4940,1113,2972,358,203,354,554,20.8
"207",2721320,"Montevideo Public School District",129,145,266,132,7148,6443,84,102,0,83,1582,52978,2085,610,3252,"27023","N","N",1404,21151,918,192,0,503,223,15724,11773,1784,1,2166,4509,2422,2422,0,23,66,1319,679,20764,17987,11267,3205,10757,7974,2139,5176,308,665,319,1043,2841,2054,890,1594,293,8286,0,1145,100,4.3,0.9,74.3,55.7,21.3,11.5,0.4,6.2,11962,8025,2283,7662,5679,1524,3687,219,474,227,743,20.2
"208",2721390,"Monticello Public School District",882,829,909,505,21633,19987,194,188,0,596,6017,77030,6170,1043,7780,"27171","378","33460",4168,63643,3478,262,0,701,2515,36229,28877,3532,10,3810,23936,11285,11285,0,133,8012,2784,1722,79584,59867,34860,14206,40320,27000,11272,14309,1214,2530,1064,1448,8053,5238,17508,1209,1000,47684,0,1646,100,5.5,0.4,56.9,45.4,37.6,17.7,12.8,4.4,13599,8364,3408,9674,6478,2704,3433,291,607,255,347,21
"209",2721420,"Moorhead Public School District",152,1672,1533,932,47035,41918,2218,772,54,1075,10999,62879,11165,884,17942,"27027","244","22020",6799,93473,4986,1100,1711,1642,533,68556,47625,10450,0,10481,19931,15525,15525,0,134,0,1923,2349,110527,78235,48794,14781,52072,36300,11941,21288,2041,3802,1025,3171,11249,4875,28096,526,3670,111338,0,4173,100,5.3,1.2,73.3,51,21.3,16.6,0.1,2.1,11231,7177,2174,7659,5339,1756,3131,300,559,151,466,19.8
"210",2721450,"Moose Lake Public School District",97,112,99,63,5773,4851,434,28,0,301,814,56646,1392,729,1758,"27017","N","20260",670,11289,419,71,144,134,70,8304,4755,729,0,2820,2566,1456,1456,0,36,175,538,361,12781,7834,4962,1291,4813,3316,817,2384,158,305,248,346,1327,637,3509,365,1073,30330,0,1220,100,3.7,0.6,73.6,42.1,22.7,12.9,1.9,4.8,11139,7406,1927,7184,4949,1219,3558,236,455,370,516,22
"211",2721480,"Mora Public School District",332,287,448,198,10763,10346,17,50,0,277,2353,56620,3562,787,4295,"27065","N","N",1659,22471,950,329,0,368,253,16625,12489,1665,3,2468,4896,2739,2739,0,190,16,911,1040,31872,18411,11911,3403,12110,8455,2397,5087,487,712,340,826,2722,1214,12476,408,577,20970,3709,969,100,4.2,1.5,74,55.6,21.8,12.2,0.9,4.1,10795,7180,2051,7300,5096,1445,3066,294,429,205,498,19.3
"212",2722920,"Westonka Public School District",277,623,413,461,19696,18808,118,321,15,408,3689,109933,6161,1073,8262,"27053","378","33460",2392,38664,1086,186,518,298,84,19566,16198,2634,23,711,18012,12412,12412,0,621,89,3903,987,53973,32499,19163,6125,19332,13207,4338,8553,735,1210,1318,1204,4086,4614,19473,702,1299,45666,2012,2249,100,2.8,0.5,50.6,41.9,46.6,32.1,1.8,10.1,12250,8011,2561,8082,5521,1814,3576,307,506,551,503,24.1
"213",2722950,"Mounds View Public School District",621,2453,2250,1299,79549,64470,4270,6104,80,2605,17397,83289,22506,1106,30277,"27123","378","33460",11647,179555,6395,1479,2119,2272,525,114389,79234,22437,425,12293,58771,39513,39513,0,5075,855,7240,6088,171433,154922,90313,31395,95225,64914,22618,47564,4042,7872,2320,7394,25936,12133,11945,1774,2792,246135,156550,9750,100,3.6,0.8,63.7,44.1,32.7,22,3.3,4,12754,7754,2696,8176,5573,1942,4084,347,676,199,635,23.6
"214",2723010,"Mountain Lake Public Schools",173,106,140,74,2952,2381,38,307,0,92,812,49194,865,599,1230,"27033","N","N",515,7370,425,94,0,216,115,5339,4221,372,12,734,1606,851,851,0,12,37,598,108,7417,6872,3755,1144,3916,2465,729,2224,249,125,407,370,1073,732,249,296,0,1,0,11,100,5.8,1.3,72.4,57.3,21.8,11.5,0.7,8.1,12637,7291,2221,7604,4786,1416,4318,483,243,790,718,19.9
"215",2723310,"Nashwauk-Keewatin School District",319,78,99,101,4070,3801,30,18,0,144,723,54240,1547,756,1865,"27061","N","24330",634,9932,632,211,0,236,185,6920,4261,1017,401,1241,2380,642,642,0,1113,17,138,470,10885,8380,4290,1506,5237,3433,1200,2641,151,331,238,413,1508,502,1635,792,78,5935,475,239,100,6.4,2.1,69.7,42.9,24,6.5,11.4,1.4,13016,6767,2375,8260,5415,1893,4166,238,522,375,651,19.4
"216",2723370,"Nevis Public School District",308,86,60,37,2602,2568,20,0,0,3,515,58015,1011,780,1101,"27057","N","N",629,7582,423,66,109,189,59,5614,4342,472,0,800,1545,1064,1064,0,70,0,202,209,7476,6828,4249,1220,4327,2928,860,1997,164,137,346,208,1142,504,358,233,57,2989,0,288,100,5.6,0.9,74,57.3,20.4,14,0.9,2.7,10639,6755,1940,6879,4655,1367,3175,261,218,550,331,19
"217",2723400,"New London-Spicer School District",345,272,315,172,9294,9129,16,34,0,95,1941,73772,3349,779,3835,"27067","N","48820",1518,20619,586,110,0,295,181,14051,10666,2064,0,1321,5982,3969,3969,0,46,40,1336,591,29794,17836,10456,3366,11188,7726,2451,4871,411,461,510,679,2810,1777,10935,262,761,22905,0,910,100,2.8,0.5,68.1,51.7,29,19.2,0.4,6.5,11131,6888,2217,7370,5090,1615,3209,271,304,336,447,21.4
"218",2723430,"New Prague Area Schools",721,1065,1115,490,20541,19496,137,335,0,365,5917,99579,6010,1004,6903,"27139","378","33460",4232,56261,1356,94,764,408,90,37106,30179,3556,81,3290,17799,11753,11753,0,82,0,4648,1316,64180,45479,29267,9874,27776,19576,6461,12087,1232,2018,823,1892,6122,5616,14588,451,3662,93465,4471,4581,100,2.4,0.2,66,53.6,31.6,20.9,0.1,8.3,9888,6916,2333,6563,4626,1527,2856,291,477,194,447,21.4
"219",2723490,"New Ulm Public School District",88,546,592,307,19103,18161,163,167,0,216,3965,67412,6437,649,8075,"27015","359","35580",2105,31082,968,273,0,416,279,20293,15287,2698,319,1989,9821,7868,7868,0,37,10,1413,493,30430,25936,14567,5769,15772,10162,4185,7859,822,1146,444,1183,4264,2305,1924,947,1623,48516,0,1229,100,3.1,0.9,65.3,49.2,31.6,25.3,0.2,4.5,11673,6920,2741,7493,4828,1988,3733,390,544,211,562,22
"220",2723520,"New York Mills Public School District",553,123,121,90,3645,3591,10,1,0,8,1012,58207,1110,611,1391,"27111","N","22260",758,9011,355,108,0,216,31,7252,5830,676,0,746,1404,964,964,0,11,0,320,109,10694,7667,4633,1169,4899,3222,877,1988,94,116,187,305,1286,780,2566,377,84,7692,4475,680,100,3.9,1.2,80.5,64.7,15.6,10.7,0.1,3.6,9710,6112,1542,6463,4251,1157,2623,124,153,247,402,19.7
"221",2723550,"Marshall County Central Schools",441,68,60,28,2109,2032,0,11,8,42,455,62583,737,547,861,"27089","N","N",404,5738,184,35,0,111,38,4346,3564,465,0,317,1208,895,895,0,8,10,207,88,5930,5217,3118,1048,3299,2139,824,1549,59,122,143,312,913,369,487,226,0,0,0,0,100,3.2,0.6,75.7,62.1,21.1,15.6,0.3,3.6,12653,7718,2594,8166,5295,2040,3834,146,302,354,772,19.4
"222",2723580,"Nicollet Public School District",507,73,78,37,2466,2447,0,3,0,16,571,79258,802,753,949,"27103","359","31860",386,5782,128,12,0,34,82,3440,2946,296,19,179,2214,1280,1280,0,13,40,757,124,5270,4927,2814,847,2718,1839,592,1356,8,154,88,145,961,853,120,129,94,4550,0,465,100,2.2,0.2,59.5,51,38.3,22.1,0.9,13.1,11016,7290,2194,7041,4764,1534,3513,21,399,228,376,21.8
"223",2723820,"North Branch Public Schools",138,627,758,440,20816,19826,145,321,11,387,4814,82279,6769,878,7598,"27025","378","33460",2958,40732,915,272,0,495,148,28243,21126,4041,17,3059,11574,7516,7516,0,153,60,2200,1645,54508,34564,19990,6457,19912,13387,4016,11347,623,1527,1328,1522,6347,3305,17263,1894,787,73040,60850,3600,100,2.2,0.7,69.3,51.9,28.4,18.5,0.5,5.4,11107,6758,2183,6732,4526,1358,3836,211,516,449,515,20.7
"224",2723850,"North St. Paul-Maplewood-Oakdale School District",622,2768,2333,1465,80380,58049,7826,9117,0,3542,17132,71746,22830,1094,31255,"27123","378","33460",10767,183078,9046,1968,2085,3766,1227,116191,74873,15956,361,25001,57841,40978,40978,0,6669,677,5860,3657,167332,141908,83876,32522,86826,57029,22641,39545,3379,5781,5271,5679,19435,15537,14109,7992,3323,85775,0,8140,100,4.9,1.1,63.5,40.9,31.6,22.4,4,3.2,12331,7790,3021,8064,5297,2103,3673,314,537,490,527,19.7
"225",2723880,"Northfield Public School District",659,905,813,463,28905,25938,443,846,4,695,5705,78384,7055,832,9360,"27131","378","22060",4083,60250,2100,323,759,715,303,37872,28447,5040,50,4335,20278,15543,15543,0,92,6,3484,1153,57624,54126,32990,11882,35626,24403,8968,13657,1378,2453,1215,2029,6582,4843,2227,290,981,29039,0,4986,100,3.5,0.5,62.9,47.2,33.7,25.8,0.2,5.8,12588,8080,2910,8725,5977,2196,3345,337,601,298,497,22
"226",2723910,"Central Public School District",108,304,263,181,8578,7900,331,58,0,193,2092,80871,2569,910,3223,"27019","378","33460",1029,13105,443,64,211,131,37,8700,7263,570,32,835,3962,2563,2563,0,70,3,1086,240,12252,11352,6329,1938,6717,4771,1405,3268,158,304,285,583,1938,1367,446,266,188,9325,0,800,100,3.4,0.5,66.4,55.4,30.2,19.6,0.6,8.3,10190,6151,1883,6528,4637,1365,3176,154,295,277,567,21.1
"227",2723970,"Ogilvie Public School District",333,106,113,94,3558,3372,21,42,2,104,791,61635,1224,877,1411,"27065","N","N",500,7536,445,117,0,141,187,5507,3940,361,0,1206,1584,1004,1004,0,30,1,245,304,8079,6236,4003,1121,3877,2800,699,1804,98,170,222,312,1002,555,412,231,1200,68598,130,483,100,5.9,1.6,73.1,52.3,21,13.3,0.4,3.3,12108,8006,2242,7754,5600,1398,3608,196,340,444,624,17.9
"228",2725050,"Onamia Public School District",480,176,163,156,5355,3878,58,21,0,327,1098,48147,1645,768,2198,"27095","378","33460",652,12829,2050,563,0,308,1179,8030,4480,1617,0,1933,2749,1814,1814,0,72,525,152,186,12691,11163,6431,2142,7335,4701,1546,3077,169,496,295,332,1785,751,552,625,351,10294,0,839,100,16,4.4,62.6,34.9,21.4,14.1,4.7,1.2,16667,9863,3285,11250,7210,2371,4719,259,761,452,509,18.6
"229",2725080,"Orono Public School District",278,469,503,324,12278,11312,281,279,0,334,3060,118237,3984,1032,4781,"27053","378","33460",2843,47190,770,73,480,166,51,23767,18845,2713,0,2209,22653,16073,16073,0,403,18,4455,1704,59935,38069,23717,6765,22467,15929,4934,11100,813,1574,653,1549,6511,4502,17572,403,3891,101783,0,3152,100,1.6,0.2,50.4,39.9,48,34.1,0.9,9.4,12331,8342,2380,7903,5603,1735,3904,286,554,230,545,25
"230",2725140,"Osakis Public School District",213,102,168,102,3992,3926,1,2,0,48,869,55392,1387,695,1703,"27041","N","10820",816,10462,472,68,13,154,237,7733,6011,995,27,700,2257,1625,1625,0,21,31,343,237,9516,8385,5617,1482,5520,4078,1078,2224,187,195,146,410,1286,641,635,195,301,8575,0,850,100,4.5,0.6,73.9,57.5,21.6,15.5,0.5,3.3,9989,6884,1816,6765,4998,1321,2725,229,239,179,502,21.9
